Questionnaire;Département;q1;q2a_1;q2a_2;q2b_1;q2b_2;q2c_1;q2c_2;q3a;q3b;q3b1_1;q3b1_2;q3b1_3;q3b1_4;q3b1_5;q3b1_6;q3b1_7;q3b1_8;q3c;q4a_1;q4a_2;q4a_3;q4a_4;q4a_5;q4a_6;q4b_1;q4b_2;q4b_3;q4b_4;q4b_5;q4b_6;q4c_1;q4c_2;q4c_3;q4c_4;q4c_5;q4c_6;q5;q6;q7;q8;q9_1;q9_2;q9_3;q9_4;q9_5;q9_6;q10;q11;q11b1;q11b2;q11b3;q11b4;q11b5;q11b6;q11b7;q11b8;q11b9;q11b10;q11b11;q11b12;q11b13;q12;q13;q13b_1;q13b_2;q13b_3;q13b_4;q13b_5;q13b_6;q13b_7;q14;q15;q16_1;q16_2;q16_3;q16_4;q16_5;q16_6;q17;q18;q18b;q19;q20parents_1;q20parents_2;q20parents_3;q20parents_4;q20parents_5;q20parents_6;q20enfants_1;q20enfants_2;q20enfants_3;q20enfants_4;q20enfants_5;q20enfants_6;q21;q21b;q22;q23;q23b;q23b_autre;s1;villesstd;classville;s2;ageaine;s4_1;s4_2;s4_3;s5;s5b;S6_1;age;s8_1;s9_1;s6_2;agecon;s8_2;S9_2;agemen;cspmen;cspgroup;classeage;classenbenfant;classeageaine;;;;;;
42;1;1;1;2;1;1;2;2;1;1;1;0;0;0;0;0;1;0;2;2;2;2;1;2;2;3;3;3;3;3;3;2;2;2;2;2;2;3;2;2;3;0;0;0;0;1;0;4;995;995;995;995;995;995;995;995;995;995;995;995;995;995;999;2;1;0;0;0;0;1;0;999;2;0;0;0;0;1;0;3;2;995;2;3;2;2;1;2;3;2;2;2;2;2;2;1;2;1;1;4;;PONT DE L ARCHE;PONTDELARCHE;2;3;20;6;6;5;1;1;1;60;1;2;2;53;1;5;60;2;1;4;3;4;;;;;;
43;1;3;2;3;3;3;2;2;3;3;995;995;995;995;995;995;995;995;2;3;2;2;5;2;2;3;3;3;4;3;3;2;2;2;3;2;2;2;2;1;2;1;0;0;0;0;0;3;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;2;2;0;0;0;1;0;0;3;2;995;3;2;2;2;2;2;2;2;2;2;2;2;2;1;2;3;1;4;;GASNY;GASNY;3;3;16;2;2;1;1;999;1;48;1;3;2;42;1;4;48;3;1;3;3;3;;;;;;
44;1;2;2;1;1;1;1;1;1;1;1;0;0;0;1;0;1;0;1;1;2;1;1;2;2;1;1;3;3;3;3;1;1;1;1;1;1;4;3;5;3;0;0;0;0;1;0;3;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;3;1;0;0;0;1;0;0;3;2;995;4;2;2;2;2;2;2;2;2;2;2;2;2;1;2;3;2;995;;PREY;PREY;3;2;20;5;997;997;1;2;2;44;1;3;1;48;1;6;48;6;3;3;2;4;;;;;;
45;1;2;3;1;3;1;2;2;3;1;0;0;1;1;0;0;0;1;2;2;2;1;5;2;2;2;2;2;4;2;2;1;2;1;3;1;2;3;2;1;3;0;0;1;0;1;0;4;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;2;2;0;0;0;1;0;0;3;2;995;4;2;2;2;2;999;999;999;999;999;999;3;3;1;2;3;1;4;;GUICHAINVILLE;GUICHAINVILLE;3;2;15;2;997;997;1;999;1;43;1;3;1;41;1;5;43;3;1;3;2;3;;;;;;
46;1;2;2;2;1;1;2;2;1;1;0;1;1;1;1;0;0;0;2;3;3;3;5;2;5;1;1;3;3;3;4;1;2;2;2;2;3;2;3;2;3;0;0;1;0;1;0;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;2;995;995;995;995;995;995;995;995;999;2;0;0;0;0;0;1;2;2;995;4;2;2;2;1;1;1;2;2;2;2;2;2;1;2;4;2;995;;GIVERVILLE;GIVERVILLE;3;2;12;1;997;997;1;999;2;53;1;3;1;63;2;7;63;7;4;4;2;3;;;;;;
47;1;2;3;1;3;1;2;1;1;1;1;0;0;1;0;0;0;0;999;2;3;1;2;3;3;2;3;2;2;3;3;1;1;1;1;1;1;2;3;3;3;0;0;1;0;1;0;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;2;995;995;995;995;995;995;995;995;2;2;0;1;0;0;0;0;3;2;995;3;2;2;2;2;2;3;2;2;2;2;3;3;1;2;4;1;4;;HONDOUVILLE;HONDOUVILLE;3;2;19;5;4;997;1;1;2;28;1;2;1;44;1;4;44;4;2;3;2;4;;;;;;
48;1;2;3;2;1;1;2;1;2;1;0;0;0;1;0;0;0;0;1;1;3;3;1;2;2;2;3;3;2;3;2;2;1;1;2;1;2;3;2;1;3;0;0;1;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;2;995;995;995;995;995;995;995;995;4;1;0;0;0;1;0;0;2;2;995;4;2;1;1;2;2;3;2;2;2;2;2;3;1;2;3;2;995;;999;999;999;2;20;6;5;997;1;1;2;53;1;2;1;58;1;2;58;2;1;4;2;4;;;;;;
49;1;3;2;1;2;2;2;2;2;2;0;0;0;0;0;0;0;0;1;5;3;3;5;3;3;4;3;3;4;3;3;3;2;2;3;2;2;2;2;1;1;0;0;1;0;0;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;2;2;0;0;0;0;0;1;3;2;995;2;2;2;2;2;2;999;999;999;999;999;999;3;1;2;3;1;4;;SAINT MARCEL;SAINTMARCEL;2;2;12;997;997;997;1;999;1;46;1;3;1;48;1;4;46;3;1;3;2;3;;;;;;
50;1;2;2;2;1;1;2;2;1;1;1;0;0;1;0;1;0;0;2;2;2;2;2;2;2;1;1;1;1;2;1;2;1;1;1;1;1;3;3;3;2;0;0;1;0;1;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;999;2;0;0;0;0;1;0;2;2;995;1;2;2;2;1;1;999;2;2;2;2;2;3;1;2;3;1;2;;RUGLES;RUGLES;3;2;15;2;997;997;1;999;2;41;1;3;1;65;1;7;65;7;4;5;2;3;;;;;;
51;1;2;4;3;3;1;1;2;2;3;995;995;995;995;995;995;995;995;2;5;2;2;5;2;5;4;3;3;4;2;4;3;2;2;3;2;3;2;2;2;3;0;0;0;0;1;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;4;1;0;0;0;1;0;0;2;2;995;4;2;2;2;2;3;3;2;2;2;2;3;3;1;2;3;1;1;;VERNON;VERNON;2;3;7;997;997;997;1;999;2;38;1;3;1;36;1;3;36;3;1;2;3;2;;;;;;
52;1;3;4;2;3;3;2;1;3;3;995;995;995;995;995;995;995;995;2;2;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;1;1;1;1;0;0;0;0;0;1;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;1;2;1;0;0;0;0;0;0;2;1;0;0;0;0;1;0;3;2;995;4;2;2;2;2;2;2;2;2;2;2;2;2;1;2;3;2;995;;VERNON;VERNON;2;3;22;6;6;6;1;2;1;54;1;3;2;53;1;5;54;3;1;4;3;4;;;;;;
53;1;2;1;1;3;3;2;2;2;3;995;995;995;995;995;995;995;995;2;5;2;5;5;5;5;4;3;4;4;4;4;3;2;3;3;3;3;3;3;5;3;0;0;0;0;1;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;999;2;0;0;0;1;0;0;3;2;995;4;2;2;2;2;1;3;2;2;2;2;2;3;1;2;3;4;995;;VERNON;VERNON;2;1;1;997;997;997;1;999;2;33;1;3;1;34;1;3;34;3;1;2;1;1;;;;;;
54;1;2;3;2;1;1;1;2;3;3;995;995;995;995;995;995;995;995;2;2;3;1;5;3;4;3;3;3;4;3;3;1;2;1;3;2;2;1;2;2;3;0;0;1;0;0;0;4;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;3;1;0;0;0;0;1;0;3;2;995;1;2;2;2;2;2;3;2;2;2;2;2;3;1;2;3;1;1;;EVREUX;EVREUX;2;3;16;2;997;997;1;999;1;49;1;3;2;49;1;3;49;3;1;3;3;3;;;;;;
55;1;2;2;1;1;1;1;1;2;1;1;0;1;0;1;0;0;0;2;3;1;2;2;3;2;3;3;3;3;3;3;1;1;1;1;2;2;2;2;2;2;0;0;0;0;1;0;4;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;3;1;0;0;0;1;0;0;2;2;995;1;2;2;2;999;1;3;999;999;999;999;999;999;1;2;3;2;995;;BERNAY;BERNAY;2;1;12;997;997;997;1;999;2;40;1;2;1;38;1;2;38;2;1;2;1;3;;;;;;
56;1;1;2;2;1;1;1;1;1;1;1;0;1;1;0;1;0;0;1;5;3;2;1;1;1;4;1;1;1;1;1;3;1;1;1;1;1;1;3;1;2;0;1;0;0;1;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;4;1;0;0;1;0;0;0;2;2;995;3;2;1;2;2;2;2;2;1;2;2;2;2;1;2;3;4;995;;BEAUMONTEL;BEAUMONTEL;3;2;23;6;5;997;1;999;2;46;1;3;1;49;1;5;49;5;3;3;2;4;;;;;;
57;1;2;3;2;1;1;2;2;1;1;1;0;1;1;0;0;0;1;2;5;2;4;5;3;3;4;1;1;4;3;3;3;1;2;3;2;2;3;3;2;3;1;0;0;0;1;0;4;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;2;2;0;0;0;1;0;0;2;2;995;3;2;2;2;2;2;3;2;2;2;2;2;3;1;2;3;2;995;;CAUGE;CAUGE;3;2;7;997;997;997;1;2;2;39;1;3;1;39;1;5;39;5;3;2;2;2;;;;;;
58;1;2;3;3;1;1;1;2;1;1;0;0;0;1;0;0;1;0;2;5;3;2;3;3;2;4;3;1;3;3;1;3;1;1;2;2;1;3;3;1;2;0;0;0;1;1;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;2;2;0;0;0;0;1;0;3;2;995;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;3;1;1;;HAUVILLE;HAUVILLE;3;2;6;997;997;997;1;2;2;27;1;2;1;28;1;2;28;2;1;1;2;2;;;;;;
59;1;1;2;2;1;1;1;1;2;1;0;0;1;1;1;0;0;0;1;5;3;2;5;2;2;4;1;1;4;3;1;3;1;1;3;2;1;3;2;5;2;0;0;0;0;1;0;3;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;2;2;0;0;0;1;0;0;2;2;995;4;2;2;1;1;1;3;2;2;2;2;2;3;1;2;3;1;3;;BOURTH;BOURTH;3;2;8;997;997;997;1;999;2;37;1;3;1;37;1;6;37;6;3;2;2;2;;;;;;
60;1;2;3;1;1;1;2;1;1;2;0;0;0;0;0;0;0;0;2;2;2;1;1;2;2;2;1;2;2;1;2;1;1;1;1;1;1;3;2;3;3;1;1;1;0;0;0;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;1;1;4;1;0;0;0;1;0;0;2;2;995;3;2;2;2;2;2;2;2;2;2;2;2;2;1;2;4;1;1;;GISORS;GISORS;2;2;21;6;5;997;1;999;1;54;1;3;2;50;1;5;54;3;1;4;2;4;;;;;;
61;1;1;2;1;1;1;2;2;1;1;1;1;1;1;0;0;0;0;2;5;5;5;5;5;5;4;4;4;4;4;4;3;3;3;3;3;3;4;4;5;3;1;0;0;1;0;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;999;2;0;0;0;0;0;0;1;4;2;0;0;0;0;1;0;3;2;995;4;2;1;1;1;1;1;3;3;3;3;3;3;1;2;4;2;995;;BARC;BARC;3;2;21;6;6;997;1;999;2;50;1;2;1;53;1;2;53;2;1;4;2;4;;;;;;
62;1;2;2;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;1;5;3;2;5;2;5;4;1;3;4;1;4;3;1;2;3;1;3;4;3;1;2;0;0;1;0;1;0;4;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;3;1;0;0;0;1;0;0;2;2;995;4;2;2;2;2;2;1;2;2;2;2;2;3;1;2;2;1;4;;IVRY LA BATAILLE;IVRYLABATAILLE;3;1;7;997;997;997;1;999;2;50;1;3;1;55;1;5;55;5;3;4;1;2;;;;;;
63;1;2;2;2;1;1;1;2;2;1;1;0;1;0;1;1;0;0;1;5;5;5;1;5;1;4;4;4;2;4;1;3;3;3;2;3;2;3;3;5;999;1;0;0;0;1;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;1;2;1;0;0;0;0;0;0;2;1;0;0;0;0;0;1;2;2;995;3;2;2;2;2;2;3;2;2;2;2;2;3;1;2;999;4;995;;EVREUX;EVREUX;2;4;24;6;5;5;1;999;1;56;1;3;2;50;1;4;56;3;1;4;4;4;;;;;;
64;1;2;3;2;1;1;2;1;2;3;995;995;995;995;995;995;995;995;2;2;2;3;1;2;3;2;3;3;2;3;3;2;1;2;1;2;1;2;3;1;3;1;0;0;0;1;0;4;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;1;1;1;0;0;0;0;0;3;2;995;1;2;2;2;2;2;999;2;2;2;2;2;999;1;2;4;1;3;;EVREUX;EVREUX;2;2;18;5;2;997;1;999;2;55;1;3;1;60;1;2;60;2;1;4;2;4;;;;;;
65;1;2;3;2;1;1;1;1;2;1;0;1;0;0;0;0;1;0;1;1;3;3;3;3;2;3;3;3;3;3;3;1;1;1;1;1;1;2;2;1;3;0;0;1;0;0;0;3;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;3;2;0;0;0;0;1;0;3;2;995;3;2;2;2;2;2;3;2;2;2;2;2;3;1;2;4;1;4;;ST OUEN DE THOUBERVILLE;STOUENDETHOUBERVILLE;3;2;23;6;5;997;1;2;2;50;1;3;1;50;1;4;50;4;2;4;2;4;;;;;;
66;1;1;3;2;1;1;1;1;1;1;0;0;0;1;1;0;0;0;1;3;1;2;2;1;1;3;2;3;3;3;3;2;2;2;2;2;2;3;3;5;3;0;0;1;1;0;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;4;2;0;0;0;1;0;0;3;2;995;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;3;4;995;;MANNEVILLE LA RAOULT;MANNEVILLELARAOULT;3;2;20;2;1;997;1;999;2;43;1;3;1;45;1;1;45;1;1;3;2;4;;;;;;
67;1;3;3;3;1;1;1;1;2;1;1;0;0;1;1;1;0;0;1;999;3;2;2;3;5;4;1;3;4;1;4;3;1;1;3;1;3;3;3;5;3;1;0;1;0;0;0;4;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;3;2;0;1;0;0;0;0;2;2;995;4;1;2;2;2;1;3;2;2;2;2;2;3;1;1;3;1;1;;ROUTOT;ROUTOT;3;2;8;997;997;997;1;2;2;35;1;2;1;39;1;6;39;6;3;2;2;2;;;;;;
68;1;2;1;3;1;1;2;2;2;1;1;0;1;1;0;1;1;0;2;3;2;2;2;2;2;3;2;1;2;1;2;1;2;2;1;1;2;3;3;2;3;1;1;0;0;0;0;3;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;3;2;0;0;1;0;0;0;2;2;995;4;2;2;2;2;2;3;2;2;2;2;3;3;1;2;3;1;6;;TOURNEDOS BOIS HUBERT;TOURNEDOSBOISHUBERT;3;4;22;4;997;997;1;999;2;44;1;3;1;50;1;3;50;3;1;4;4;4;;;;;;
69;1;1;1;1;3;1;2;2;2;3;995;995;995;995;995;995;995;995;1;5;5;4;5;4;4;4;4;4;4;3;3;3;1;2;3;2;3;1;2;5;3;0;0;0;0;1;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;3;1;0;0;0;0;1;0;2;2;995;3;2;2;2;2;2;3;2;2;2;2;2;3;1;2;3;1;4;;CAUGE;CAUGE;3;3;8;997;997;997;1;999;1;36;1;3;2;37;1;3;36;3;1;2;3;2;;;;;;
70;1;1;3;3;2;1;2;1;1;1;1;1;0;1;1;1;0;0;2;4;2;2;5;2;5;3;1;3;4;1;4;2;1;2;3;2;3;3;2;1;3;0;1;1;1;0;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;1;2;1;0;0;0;0;0;0;3;1;0;0;0;1;0;0;2;2;995;2;2;2;2;2;2;3;2;2;2;2;2;3;1;2;3;999;999;;conches en ouche;CONCHESENOUCHE;3;3;8;997;997;997;1;999;1;32;1;3;2;34;1;5;32;3;1;2;3;2;;;;;;
71;1;2;2;2;3;1;2;2;2;2;0;0;0;0;0;0;0;0;1;5;3;5;2;3;2;1;3;4;2;3;2;1;3;3;2;1;2;2;2;2;2;0;0;0;0;1;0;4;995;995;995;995;995;995;995;995;995;995;995;995;995;995;1;2;1;0;0;0;0;0;0;2;2;0;0;0;1;0;0;3;2;995;2;2;2;2;2;2;3;2;2;2;2;2;3;1;2;3;4;995;;LOUVIERS;LOUVIERS;2;2;23;5;5;997;1;999;2;47;1;3;1;36;1;4;36;4;2;2;2;4;;;;;;
72;1;2;2;2;3;3;2;2;2;1;1;0;0;1;0;0;0;0;1;2;2;2;2;3;3;3;3;3;3;3;3;999;999;999;999;999;999;3;3;2;3;0;0;0;0;1;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;2;1;0;1;0;0;0;0;3;2;995;1;2;2;2;2;2;2;2;2;2;2;2;3;1;2;3;1;4;;LA HARENGERE;LAHARENGERE;3;1;18;3;997;997;1;999;1;44;1;3;2;43;1;5;44;3;1;3;1;4;;;;;;
73;1;2;2;2;999;999;2;2;3;1;0;0;1;1;0;0;0;0;1;1;3;1;5;2;3;2;1;2;4;2;3;1;1;1;3;1;1;4;4;5;3;1;0;0;0;1;0;3;995;995;995;995;995;995;995;995;995;995;995;995;995;995;1;2;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0;1;2;995;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;3;2;995;;LE THUIT SIGNOL;LETHUITSIGNOL;3;3;17;2;1;1;1;999;2;45;1;3;1;49;1;5;49;5;3;3;3;3;;;;;;
74;1;2;2;2;1;1;2;1;2;1;1;1;0;0;0;0;0;0;1;3;2;3;5;3;3;3;3;3;4;3;3;1;1;1;3;1;1;2;2;2;2;0;0;0;0;0;1;4;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;1;2;0;0;0;0;1;0;3;2;995;2;2;2;2;2;2;3;2;2;2;2;3;3;1;2;2;2;995;;ANDE;ANDE;2;2;13;997;997;997;1;999;2;45;1;2;1;48;1;2;48;2;1;3;2;3;;;;;;
75;1;2;2;2;3;3;2;2;2;1;0;0;1;0;0;0;0;0;2;5;3;4;5;2;5;4;3;3;4;3;4;3;2;2;3;2;3;2;2;999;2;0;0;0;0;0;1;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;999;2;0;0;0;0;1;0;2;2;995;2;2;2;2;2;3;3;2;2;2;3;3;3;1;2;999;4;995;;VERNON;VERNON;2;2;4;997;997;997;1;999;2;32;1;3;1;32;1;3;32;3;1;2;2;1;;;;;;
76;1;2;3;2;1;1;1;2;2;1;0;0;0;1;0;0;1;0;1;5;3;3;3;3;3;4;3;3;3;3;3;3;1;1;1;1;1;1;3;2;2;1;0;0;1;1;0;4;1;0;0;0;0;0;0;0;0;0;0;1;0;0;2;995;995;995;995;995;995;995;995;4;2;0;0;0;1;0;0;3;2;995;2;2;2;2;2;2;999;2;2;2;2;2;3;1;2;3;4;995;;GARENNES SUR EURE;GARENNESSUREURE;3;2;10;997;997;997;1;999;2;34;1;2;1;37;1;6;37;6;3;2;2;2;;;;;;
77;1;2;2;1;1;1;1;1;2;1;1;1;1;1;0;0;0;0;1;2;2;1;1;2;3;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;0;0;0;0;1;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;3;2;0;0;0;1;0;0;2;2;995;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;995;;EVREUX;EVREUX;2;4;23;6;6;6;1;1;1;49;1;3;2;47;1;5;49;3;1;3;4;4;;;;;;
78;1;2;4;3;1;1;1;1;2;1;1;0;1;0;0;0;1;0;999;5;5;5;5;5;5;4;4;4;4;4;4;3;3;3;3;3;3;3;3;2;3;0;0;0;0;1;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;1;2;0;0;0;0;1;0;2;2;995;3;2;2;2;2;2;3;2;2;2;2;2;3;1;2;4;1;1;;LA SAUSSAYE;LASAUSSAYE;3;4;20;6;6;6;1;1;2;54;1;3;1;48;1;6;48;6;3;3;4;4;;;;;;
79;1;2;2;1;3;3;1;1;2;3;995;995;995;995;995;995;995;995;1;2;3;5;2;5;3;3;3;3;3;3;3;1;1;1;1;1;1;3;2;2;3;1;0;0;0;0;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;3;1;0;0;0;0;1;0;3;2;995;1;2;2;2;1;1;999;2;2;2;2;2;3;1;2;4;1;4;;BOSC ROGER EN ROUMOIS;BOSCROGERENROUMOIS;2;2;23;6;5;997;1;999;1;54;1;3;2;51;1;5;54;3;1;4;2;4;;;;;;
80;1;1;3;1;1;1;1;1;1;1;1;0;1;1;1;1;0;0;1;2;3;2;1;2;1;2;1;1;2;3;2;1;1;1;1;1;1;3;2;5;3;0;0;0;1;1;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;3;2;0;0;0;1;0;0;1;1;5;999;2;2;2;2;2;3;2;2;2;2;2;3;1;2;4;2;995;;FOURMETOT;FOURMETOT;3;2;22;5;3;997;1;999;1;48;1;3;1;54;1;4;48;3;1;3;2;4;;;;;;
81;1;2;4;3;3;3;2;2;2;3;995;995;995;995;995;995;995;995;2;4;2;4;3;2;3;3;3;3;3;3;3;2;2;2;2;2;2;1;1;1;2;0;0;0;0;0;1;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;4;2;0;0;0;0;1;0;3;2;995;3;2;2;2;2;2;2;999;999;999;999;999;999;1;2;2;2;995;;VERNON;VERNON;2;2;21;5;1;997;1;999;1;49;1;3;2;46;1;5;49;3;1;3;2;4;;;;;;
82;1;2;2;2;3;3;2;1;2;1;0;0;1;1;0;0;0;0;999;999;3;2;999;2;1;999;3;3;999;3;3;999;1;1;999;1;1;2;2;2;2;0;0;0;0;1;0;4;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;2;2;0;0;0;1;0;0;2;2;995;3;2;2;2;1;1;3;2;2;2;2;2;3;1;1;3;1;3;;CLAVILLE;CLAVILLE;3;2;16;2;997;997;1;2;1;44;1;2;2;41;1;2;44;2;1;3;2;3;;;;;;
83;1;2;2;4;1;1;1;2;2;2;0;0;0;0;0;0;0;0;1;5;4;3;5;4;2;4;3;3;4;3;2;3;1;1;3;1;2;2;2;5;3;0;1;1;0;1;0;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;1;0;0;0;0;0;0;2;2;0;0;0;0;1;0;3;2;995;2;2;2;2;2;2;3;2;2;2;2;3;3;1;2;3;1;3;;GRAVERON SEMERVILLE;GRAVERONSEMERVILLE;3;3;23;5;6;2;1;2;2;47;1;3;1;49;1;3;49;3;1;3;3;4;;;;;;
84;1;2;3;2;3;3;1;1;2;1;0;0;1;0;1;1;1;0;1;5;5;5;5;5;5;4;4;4;4;4;4;3;3;3;3;3;3;2;2;5;2;0;0;1;0;0;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;999;2;0;0;0;0;1;0;1;2;995;4;2;2;2;2;2;3;2;2;2;2;3;3;1;2;3;4;995;;MENILLES;MENILLES;2;2;22;6;6;997;1;1;2;57;1;1;1;66;2;7;66;7;4;5;2;4;;;;;;
85;1;2;2;2;1;1;2;2;2;1;0;1;0;0;1;0;1;0;2;5;5;5;5;5;5;4;4;4;4;4;4;3;3;3;3;3;3;3;4;3;3;0;0;0;0;1;0;4;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;1;2;0;0;0;0;1;0;2;2;995;4;2;2;2;1;1;2;2;2;2;2;2;3;1;2;4;2;995;;MUZY;MUZY;3;3;22;6;6;6;1;2;2;46;1;2;1;47;1;5;47;5;3;3;3;4;;;;;;
86;1;3;4;3;3;3;1;1;4;3;995;995;995;995;995;995;995;995;2;5;4;3;5;2;3;4;3;3;4;2;3;3;1;1;3;2;1;3;2;5;3;0;0;0;0;0;1;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;3;1;0;0;0;0;0;1;2;2;995;4;2;2;2;2;3;3;2;2;2;2;3;3;1;2;2;3;995;;VENABLES;VENABLES;3;2;7;997;997;997;1;2;1;40;1;3;2;40;2;8;40;3;1;3;2;2;;;;;;
87;1;2;999;999;1;1;2;2;2;1;1;1;1;1;0;0;1;0;2;5;2;2;2;2;3;1;1;3;3;1;3;2;2;1;1;2;1;2;2;1;3;0;0;0;0;1;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;2;2;0;0;0;1;0;0;2;2;995;4;2;2;2;2;2;2;2;2;2;2;2;2;1;2;3;1;2;;EVREUX;EVREUX;2;4;13;997;997;997;1;999;2;45;1;3;1;42;1;3;42;3;1;3;4;3;;;;;;
88;1;5;2;2;1;1;1;1;2;1;1;1;1;1;0;0;0;0;1;2;2;2;2;2;2;1;1;1;1;3;1;1;1;1;1;2;1;4;4;5;3;1;1;1;0;0;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;1;1;995;995;995;995;995;995;995;2;2;1;0;0;0;0;0;3;2;995;4;1;1;2;1;1;1;1;2;2;2;3;3;1;2;4;1;4;;BOULLEVILLE;BOULLEVILLE;3;6;22;6;4;4;1;1;2;41;1;6;1;41;2;8;41;8;4;3;4;4;;;;;;
89;1;2;2;1;1;1;2;1;2;1;1;0;0;1;1;1;0;0;2;5;5;2;5;4;5;4;4;3;4;3;4;3;2;2;3;2;3;2;2;2;3;0;0;1;0;1;0;4;995;995;995;995;995;995;995;995;995;995;995;995;995;995;1;2;1;1;0;0;0;0;0;2;2;0;0;0;0;0;1;3;2;995;4;2;2;2;2;3;3;999;999;999;999;999;999;1;2;4;2;995;;BRIONNE;BRIONNE;3;1;4;997;997;997;1;999;1;34;1;5;2;38;1;5;34;5;3;2;1;1;;;;;;
90;1;2;3;3;3;3;1;1;2;1;1;0;1;1;0;0;0;0;1;2;2;5;2;5;2;3;3;4;1;4;1;2;1;3;1;3;1;3;3;5;1;1;0;0;0;1;0;3;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;999;999;0;0;0;0;0;0;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;2;995;;BRIONNE;BRIONNE;3;2;23;5;5;997;1;999;2;46;1;6;1;48;1;6;48;6;3;3;2;4;;;;;;
